Type,Exp,Level up,Level
Sold2,1658,3300,2
Sold2,1658,3300,2
Sold2,1658,3300,2
Sold2,1658,3300,2
Sold2,1658,3300,2
Sold2,1658,3300,2
Sold2,1658,3300,2
Sold2,1658,3300,2
Sold2,1658,3300,2
Sold2,1658,3300,2
Sold2,1658,3300,2
Sold2,1658,3300,2
Sold2,1658,3300,2
Sold2,1658,3300,2
Sold2,1658,3300,2
Sold2,1658,3300,2
Sold2,1658,3300,2
Sold2,1658,3300,2
Sold2,1658,3300,2
Sold2,1658,3300,2
Sold2,1658,3300,2
Sold2,1658,3300,2
Sold2,1658,3300,2
Sold2,1658,3300,2
Sold2,1658,3300,2
Sold2,1658,3300,2
Sold2,1658,3300,2
Sold2,1658,3300,2
Sold2,1658,3300,2
Sold2,1658,3300,2
Sold2,1658,3300,2
Sold2,1658,3300,2
Sold2,1658,3300,2
Sold2,1658,3300,2
Sold2,1658,3300,2
Sold2,1658,3300,2
Sold2,1658,3300,2
Sold2,1658,3300,2
Sold2,1658,3300,2
Sold2,1658,3300,2
Sold2,1658,3300,2
Sold2,1658,3300,2
Sold2,1658,3300,2
Sold2,1658,3300,2
Sold2,1658,3300,2
Sold2,1658,3300,2
Sold2,1658,3300,2
Sold2,1658,3300,2
Sold2,1658,3300,2
Sold2,1658,3300,2
Sold2,1658,3300,2
Sold2,1658,3300,2
Sold2,1658,3300,2
Sold2,1658,3300,2
Sold2,1658,3300,2
Sold2,1658,3300,2
Sold2,1658,3300,2
Sold2,1658,3300,2
Sold2,1658,3300,2
Sold2,1658,3300,2
Sold2,1658,3300,2
Sold2,1658,3300,2
Sold2,1658,3300,2
Sold2,1658,3300,2
Sold2,1658,3300,2
Sold2,1658,3300,2
Sold2,1658,3300,2
Sold2,1658,3300,2
Sold2,1658,3300,2
Sold2,1658,3300,2
Sold3,1658,6000,3
Sold3,1658,6000,3
Sold3,1658,6000,3
Sold3,1658,6000,3
Sold3,1658,6000,3
Sold3,1658,6000,3
Sold3,1658,6000,3
Druid2,1464,3300,2
Druid2,1464,3300,2
Druid2,1464,3300,2
Druid2,1464,3300,2
Druid2,1464,3300,2
Druid2,1464,3300,2
Druid2,1464,3300,2
Druid2,1464,3300,2
Druid2,1464,3300,2
Sold2,1658,3300,2
Sold2,1658,3300,2
Sold2,1658,3300,2
Sold2,1658,3300,2
Sold2,1658,3300,2
Sold2,1658,3300,2
Sold2,1658,3300,2
Sold2,1658,3300,2
Sold2,1658,3300,2
Sold2,1658,3300,2
Sold2,1658,3300,2
Sold2,1658,3300,2
Sold2,1658,3300,2
Sold2,1658,3300,2
Sold2,1658,3300,2
Sold2,1658,3300,2
Sold2,1658,3300,2
Sold2,1658,3300,2
Sold2,1658,3300,2
Sold2,1658,3300,2
Sold2,1658,3300,2
Sold2,1658,3300,2
Sold2,1658,3300,2
Sold2,1658,3300,2
Sold2,1658,3300,2
Sold2,1658,3300,2
Sold2,1658,3300,2
Sold2,1658,3300,2
Sold2,1658,3300,2
Sold2,1658,3300,2
Sold2,1658,3300,2
Sold2,1658,3300,2
Sold2,1658,3300,2
Sold2,1658,3300,2
Sold2,1658,3300,2
Sold2,1658,3300,2
Sold2,1658,3300,2
Sold2,1658,3300,2
Sold2,1658,3300,2
Sold2,1658,3300,2
Druid2,1396,3300,2
Druid2,1396,3300,2
Druid2,1396,3300,2
Druid2,1396,3300,2
Druid2,1396,3300,2
Druid2,1396,3300,2
Druid2,1396,3300,2
Druid2,1396,3300,2
Druid2,1396,3300,2
Sold2,1658,3300,2
Sold2,1658,3300,2
Sold2,1658,3300,2
Sold2,1658,3300,2
Sold2,1658,3300,2
Sold2,1658,3300,2
Sold2,1658,3300,2
Sold2,1658,3300,2
Sold2,1658,3300,2
Sold2,1658,3300,2
Sold2,1658,3300,2
Sold2,1658,3300,2
Sold2,1658,3300,2
Sold2,1658,3300,2
Sold2,1658,3300,2
Sold2,1658,3300,2
Sold2,1658,3300,2
Sold2,1658,3300,2
Sold2,1658,3300,2
Sold2,1658,3300,2
Sold2,1658,3300,2
Sold2,1658,3300,2
Sold2,1658,3300,2
Sold2,1658,3300,2
Sold2,1658,3300,2
Sold2,1658,3300,2
Sold2,1658,3300,2
Sold2,1658,3300,2
Sold2,1658,3300,2
Sold2,1658,3300,2
Sold2,1658,3300,2
Sold2,1658,3300,2
Sold2,1658,3300,2
Sold2,1658,3300,2
Sold2,1658,3300,2
Sold2,1658,3300,2
Sold2,1658,3300,2
Sold2,1658,3300,2
Sold2,1658,3300,2
Sold2,1658,3300,2
Sold2,1658,3300,2
Sold2,1658,3300,2
Sold2,1658,3300,2
Sold2,1658,3300,2
Sold2,1658,3300,2
Sold2,1658,3300,2
Sold2,1658,3300,2
Sold2,1658,3300,2
Sold2,1658,3300,2
Sold2,1658,3300,2
Sold2,1658,3300,2
Sold2,1658,3300,2
Sold2,1658,3300,2
Sold2,1658,3300,2
Sold2,1658,3300,2
Sold2,1658,3300,2
Sold2,1658,3300,2
Sold2,1658,3300,2
Sold2,1658,3300,2
Sold2,1658,3300,2
Sold2,1658,3300,2
Sold2,1658,3300,2
Sold2,1658,3300,2
Sold2,1658,3300,2
Sold2,1658,3300,2
Sold2,1658,3300,2
Sold3,1658,6000,3
Sold3,1658,6000,3
Sold3,1658,6000,3
Sold3,1658,6000,3
Sold3,1658,6000,3
Sold3,1658,6000,3
Druid2,1305,3300,2
Druid2,1305,3300,2
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold2,800,3300,2
Sold2,800,3300,2
Sold2,800,3300,2
Sold2,800,3300,2
Sold2,800,3300,2
Sold3,800,6000,3
Sold3,800,6000,3
Sold3,800,6000,3
Sold3,800,6000,3
Sold3,800,6000,3
Sold3,800,6000,3
Sold3,800,6000,3
Sold3,800,6000,3
Sold3,800,6000,3
Sold3,800,6000,3
Sold3,800,6000,3
Sold3,800,6000,3
Sold3,800,6000,3
Sold3,800,6000,3
Sold3,800,6000,3
Sold3,800,6000,3
Sold3,800,6000,3
Sold3,800,6000,3
Sold3,800,6000,3
Sold3,800,6000,3
Sold3,800,6000,3
Sold3,800,6000,3
Sold3,800,6000,3
Druid1,616,1300,1
Druid1,616,1300,1
Druid1,616,1300,1
Druid1,616,1300,1
Druid1,616,1300,1
Druid1,616,1300,1
Druid1,616,1300,1
Druid1,616,1300,1
Druid1,616,1300,1
Druid1,616,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold2,800,3300,2
Sold2,800,3300,2
Sold2,800,3300,2
Sold2,800,3300,2
Sold3,800,6000,3
Sold3,800,6000,3
Sold3,800,6000,3
Sold3,800,6000,3
Sold3,800,6000,3
Sold3,800,6000,3
Sold3,800,6000,3
Sold3,800,6000,3
Sold3,800,6000,3
Sold3,800,6000,3
Sold3,800,6000,3
Sold3,800,6000,3
Sold3,800,6000,3
Sold3,800,6000,3
Sold3,800,6000,3
Sold3,800,6000,3
Sold3,800,6000,3
Sold3,800,6000,3
Druid1,294,1300,1
Druid1,294,1300,1
Druid1,294,1300,1
Druid1,294,1300,1
Druid1,294,1300,1
Druid1,294,1300,1
Druid1,294,1300,1
Druid1,294,1300,1
Druid1,294,1300,1
Druid1,294,1300,1
Druid1,294,1300,1
Druid1,294,1300,1
Druid1,294,1300,1
Druid1,294,1300,1
Druid1,294,1300,1
Druid1,294,1300,1
Druid1,294,1300,1
Druid1,294,1300,1
Druid1,294,1300,1
Druid1,294,1300,1
Druid1,294,1300,1
Druid1,294,1300,1
Druid1,294,1300,1
Druid1,294,1300,1
Druid1,294,1300,1
Druid1,294,1300,1
Druid1,294,1300,1
Druid1,294,1300,1
Druid1,294,1300,1
Druid1,294,1300,1
Druid1,294,1300,1
Druid1,294,1300,1
Druid1,294,1300,1
Druid1,294,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold1,800,1300,1
Sold2,800,3300,2
Sold2,800,3300,2
Sold2,800,3300,2
Sold2,800,3300,2
Sold3,800,6000,3
Sold3,800,6000,3
Sold3,800,6000,3
Sold3,800,6000,3
Sold3,800,6000,3
Sold3,800,6000,3
Sold3,800,6000,3
Sold3,800,6000,3
Sold3,800,6000,3
Sold3,800,6000,3
Sold3,800,6000,3
Druid1,224,1300,1
Druid1,224,1300,1
Druid1,224,1300,1
Druid1,224,1300,1
Druid1,224,1300,1
Druid1,224,1300,1
Druid1,224,1300,1
Druid1,224,1300,1
Druid1,224,1300,1
